accession,GC_Content,tRNAs,Cgenes,Pgenes,CRISPR
NZ_CP040367,38.089,98,3968,100,0
NZ_CP090431,38.133,99,3935,77,0
NZ_CP040441,43.531,78,4066,78,7
NZ_CP014159,39.187,60,1464,44,1
NZ_AP022624,39.916,100,3819,58,0
NZ_AP022625,39.827,100,3819,58,0
NZ_CP008730,66.763,66,6470,135,0
NZ_CP008729,67.034,66,6470,135,0
NZ_CP008728,65.095,66,6470,135,0
NZ_CP013430,66.597,66,5859,102,0
NZ_CP013431,67.086,66,5859,102,0
NZ_CP013432,67.603,66,5859,102,0
NZ_CP013467,66.896,66,6026,94,0
NZ_CP013466,67.19,66,6026,94,0
NZ_CP013468,66.112,66,6026,94,0
NZ_CP020397,66.945,67,5599,80,0
NZ_CP020398,67.548,67,5599,80,0
NZ_CP020399,67.79,67,5599,80,0
NZ_CP033748,67.594,66,5609,65,0
NZ_CP033749,67.572,66,5609,65,0
NZ_CP033750,67.02,66,5609,65,0
NZ_CP033745,66.911,66,5868,103,0
NZ_CP033746,66.106,66,5868,103,0
NZ_CP033747,67.499,66,5868,103,0
NZ_CP044053,67.623,66,5715,97,0
NZ_CP044054,66.755,66,5715,97,0
NZ_CP044055,67.545,66,5715,97,0
NZ_CP044056,67.545,66,5716,95,0
NZ_CP044057,67.623,66,5716,95,0
NZ_CP044058,66.755,66,5716,95,0
NZ_CP046336,67.098,68,5786,69,0
NZ_CP046337,67.55,68,5786,69,0
NZ_CP046338,67.345,68,5786,69,0
NZ_CP046341,67.626,67,5722,69,0
NZ_CP046342,67.25,67,5722,69,0
NZ_CP046343,67.079,67,5722,69,0
NZ_CP046344,67.511,67,5867,87,0
NZ_CP046345,66.616,67,5867,87,0
NZ_CP046346,66.922,67,5867,87,0
NZ_CP048441,67.026,68,5862,111,0
NZ_CP048442,67.39,68,5862,111,0
NZ_CP048443,67.281,68,5862,111,0
NZ_CP048445,67.152,68,5741,86,0
NZ_CP048446,67.427,68,5741,86,0
NZ_CP048447,67.103,68,5741,86,0
NZ_CP048448,67.152,65,5745,84,0
NZ_CP048449,67.428,65,5745,84,0
NZ_CP048450,67.103,65,5745,84,0
NZ_CP048451,67.156,64,5743,82,0
NZ_CP048452,67.428,64,5743,82,0
NZ_CP048453,67.103,64,5743,82,0
NZ_CP048454,67.155,65,5742,83,0
NZ_CP048455,67.428,65,5742,83,0
NZ_CP048456,67.103,65,5742,83,0
NZ_CP048457,67.154,68,5730,98,0
NZ_CP048458,67.427,68,5730,98,0
NZ_CP048459,67.103,68,5730,98,0
NZ_CP048460,67.157,68,5815,93,0
NZ_CP048461,67.427,68,5815,93,0
NZ_CP048462,67.103,68,5815,93,0
NZ_CP090771,66.659,66,5742,114,0
NZ_CP090773,67.453,66,5742,114,0
NZ_CP090772,67.737,66,5742,114,0
NZ_CP090774,66.659,66,5745,113,0
NZ_CP090776,67.453,66,5745,113,0
NZ_CP090775,67.737,66,5745,113,0
NZ_CP090779,66.905,67,5592,78,0
NZ_CP090778,67.551,67,5592,78,0
NZ_CP090777,67.761,67,5592,78,0
NZ_CP090782,66.905,67,5600,74,0
NZ_CP090781,67.551,67,5600,74,0
NZ_CP090780,67.761,67,5600,74,0
NZ_CP090673,66.942,66,5535,77,0
NZ_CP090672,67.548,66,5535,77,0
NZ_CP090674,67.761,66,5535,77,0
NZ_CP090680,66.921,67,5652,114,0
NZ_CP090678,67.148,67,5652,114,0
NZ_CP090679,67.817,67,5652,114,0
NZ_CP090682,66.971,67,5962,90,0
NZ_CP090681,67.54,67,5962,90,0
NZ_CP090683,67.482,67,5962,90,0
NZ_CP090687,66.949,67,5541,79,0
NZ_CP090686,67.551,67,5541,79,0
NZ_CP090685,67.761,67,5541,79,0
NZ_CP090689,66.977,67,5959,89,0
NZ_CP090688,67.54,67,5959,89,0
NZ_CP090690,67.482,67,5959,89,0
NZ_CP090692,66.849,68,5952,101,0
NZ_CP090694,67.546,68,5952,101,0
NZ_CP090693,65.724,68,5952,101,0
NZ_CP090695,66.968,66,5515,121,0
NZ_CP090696,67.435,66,5515,121,0
NZ_CP090697,67.55,66,5515,121,0
NZ_CP090701,66.825,68,5545,107,0
NZ_CP090702,67.066,68,5545,107,0
NZ_CP090700,67.852,68,5545,107,0
NZ_CP090703,66.872,66,5719,79,0
NZ_CP090705,67.546,66,5719,79,0
NZ_CP090704,67.814,66,5719,79,0
NZ_CP090707,66.994,66,5643,108,0
NZ_CP090708,67.345,66,5643,108,0
NZ_CP090709,67.736,66,5643,108,0
NZ_CP090714,66.602,66,5917,136,0
NZ_CP090715,67.36,66,5917,136,0
NZ_CP090716,67.342,66,5917,136,0
NZ_CP090718,66.977,67,5963,87,0
NZ_CP090717,67.54,67,5963,87,0
NZ_CP090719,67.482,67,5963,87,0
NZ_CP090721,66.968,66,5521,117,0
NZ_CP090722,67.435,66,5521,117,0
NZ_CP090723,67.55,66,5521,117,0
NZ_CP090724,67.028,66,5615,101,0
NZ_CP090725,67.342,66,5615,101,0
NZ_CP090726,67.774,66,5615,101,0
NZ_CP090728,66.985,66,5515,111,0
NZ_CP090727,67.348,66,5515,111,0
NZ_CP090729,67.726,66,5515,111,0
NZ_CP090733,66.886,67,5596,122,0
NZ_CP090734,67.574,67,5596,122,0
NZ_CP090735,67.42,67,5596,122,0
NZ_CP090740,66.846,67,5638,114,0
NZ_CP090742,67.426,67,5638,114,0
NZ_CP090741,67.574,67,5638,114,0
NZ_CP090746,66.9,67,5599,76,0
NZ_CP090745,67.551,67,5599,76,0
NZ_CP090744,67.761,67,5599,76,0
NZ_CP090747,66.562,66,5760,140,0
NZ_CP090748,67.528,66,5760,140,0
NZ_CP090749,67.427,66,5760,140,0
NZ_CP090753,67.003,66,5632,110,0
NZ_CP090754,67.35,66,5632,110,0
NZ_CP090755,67.747,66,5632,110,0
NZ_CP090757,66.854,67,5653,87,0
NZ_CP090758,67.551,67,5653,87,0
NZ_CP090756,67.761,67,5653,87,0
NZ_CP090766,66.977,67,5964,88,0
NZ_CP090765,67.54,67,5964,88,0
NZ_CP090767,67.482,67,5964,88,0
NZ_CP090770,66.954,66,5537,105,0
NZ_CP090769,67.469,66,5537,105,0
NZ_CP094679,41.186,56,3214,71,0
NZ_CP027850,67.666,51,4248,104,0
NZ_CP082923,68.623,51,4642,62,0
NZ_LS483435,54.283,62,2145,86,1
NZ_CP091855,67.384,47,4457,198,0
NZ_CP094665,67.438,47,3998,678,0
NZ_CP096596,67.297,47,4431,249,0
NZ_LT630287,39.8,63,2276,90,0
NZ_CP096206,39.675,44,1765,25,1
NZ_CP036523,31.279,91,2223,8,2
NZ_CP066811,31.347,88,2214,7,4
NZ_AP025566,48.942,54,3572,29,3
NZ_CP076685,64.216,50,3923,37,0
NZ_CP043891,35.049,37,3642,101,0
NZ_CP043876,35.13,37,3891,146,1
NZ_CP075134,52.176,85,4405,159,2
NZ_CP019172,52.206,85,4502,89,2
NZ_CP019204,52.207,85,4501,90,2
NZ_CP019206,52.206,85,4501,90,2
NZ_CP022491,52.259,85,4541,116,2
NZ_CP023166,52.199,85,4651,127,2
NZ_CP023512,52.175,86,4452,161,2
NZ_CP040700,52.261,85,4393,81,2
NZ_CP045954,52.267,86,4326,102,2
NZ_CP085696,52.13,85,4782,125,2
NZ_CP065725,44.818,43,2582,85,4
NZ_CP027417,46.081,42,2264,44,2
NZ_OU943337,52.038,79,4299,313,1
NZ_OU943336,52.038,79,4320,313,1
NZ_LT905140,52.033,75,4307,324,1
NZ_OU943338,52.036,79,4318,314,1
NZ_CP012091,52.032,79,4288,315,1
NZ_LT905139,52.052,80,4270,326,1
NZ_CP023975,52.041,79,4258,337,1
NZ_CP029923,52.049,80,4509,334,1
NZ_CP029886,52.048,81,4513,331,1
NZ_CP029911,52.045,78,4491,334,1
NZ_CP029927,52.106,77,4284,318,1
NZ_CP029928,52.116,81,4449,315,1
NZ_CP029930,52.047,82,4505,334,1
NZ_CP029933,52.05,80,4491,332,1
NZ_CP029936,52.047,78,4492,334,1
NZ_CP029944,52.046,80,4490,336,1
NZ_CP029945,52.044,80,4287,327,1
NZ_CP029946,52.044,79,4512,337,1
NZ_CP029949,52.047,81,4493,332,1
NZ_CP029932,52.051,81,4289,322,1
NZ_CP029938,52.045,81,4493,332,1
NZ_CP029940,52.048,80,4504,339,1
NZ_CP029950,52.126,82,4483,323,1
NZ_CP029954,52.043,80,4492,339,1
NZ_CP029956,52.114,82,4548,329,1
NZ_CP029861,52.047,82,4368,335,1
NZ_CP029907,52.099,76,4281,313,1
NZ_CP029864,52.085,80,4435,332,1
NZ_CP029866,52.112,80,4428,314,1
NZ_CP029868,52.048,80,4354,335,1
NZ_CP029862,52.036,80,4310,320,1
NZ_CP029872,52.048,78,4355,333,1
NZ_CP029897,52.059,82,4587,315,1
NZ_CP029870,52.096,79,4308,317,1
NZ_CP029919,52.099,78,4279,314,1
NZ_CP029873,52.048,77,4355,333,1
NZ_CP029888,52.081,81,4443,329,1
NZ_CP029881,52.113,79,4298,316,1
NZ_CP029890,52.113,83,4444,321,1
NZ_CP029892,52.08,80,4443,329,1
NZ_CP029913,52.048,79,4371,335,1
NZ_CP029882,52.098,74,4279,314,1
NZ_CP029899,52.098,80,4302,313,1
NZ_CP029900,52.074,81,4414,327,1
NZ_CP029875,52.074,77,4418,325,1
NZ_CP029914,52.098,80,4301,315,1
NZ_CP029915,52.075,77,4437,325,1
NZ_CP029894,52.08,76,4294,328,1
NZ_CP029920,52.075,80,4418,325,1
NZ_CP029922,52.05,78,4268,320,1
NZ_CP029883,52.079,82,4423,330,1
NZ_CP029902,52.113,80,4424,320,1
NZ_CP029917,52.074,82,4288,324,1
NZ_CP029885,52.081,83,4313,330,1
NZ_CP029896,52.052,79,4491,332,1
NZ_CP029918,52.105,81,4268,316,1
NZ_CP029904,52.08,78,4441,328,1
NZ_CP029878,52.047,79,4489,336,1
NZ_CP029880,52.047,79,4484,338,1
NZ_CP029909,52.103,77,4366,315,1
NZ_CP029846,52.072,79,4419,324,1
NZ_CP029959,52.098,83,4328,317,1
NZ_CP029960,52.08,79,4431,329,1
NZ_CP029962,52.048,80,4355,337,1
NZ_CP029964,52.048,77,4350,338,1
NZ_CP029848,52.074,79,4417,326,1
NZ_CP029850,52.072,80,4438,325,1
NZ_CP029852,52.05,81,4267,323,1
NZ_CP029855,52.074,80,4290,323,1
NZ_CP029856,52.071,79,4412,332,1
NZ_CP029858,52.078,81,4438,326,1
NZ_CP029853,52.1,80,4423,324,1
NZ_CP029863,52.079,78,4297,327,1
NZ_CP029906,52.099,79,4301,315,1
NZ_CP029925,52.04,81,4491,336,1
NZ_CP029958,52.047,80,4490,333,1
NZ_CP029908,52.104,77,4267,316,1
NZ_CP029942,52.041,78,4496,334,1
NZ_CP029952,52.051,77,4270,319,1
NZ_CP029646,52.05,79,4632,337,1
NZ_CP030936,52.084,79,4275,320,1
NZ_CP040575,52.071,80,4371,349,1
NZ_CP046429,52.072,80,4387,349,1
NZ_CP080960,52.101,79,4282,309,1
NZ_CP085807,52.034,80,4277,328,1
NZ_CP085808,52.04,80,4277,327,1
NZ_LT882486,52.06,76,4276,344,1
NZ_LT905064,52.046,80,4215,364,1
NZ_LT905063,52.046,80,4247,357,1
NZ_LT905062,52.188,79,4129,368,1
NZ_LT905143,52.176,79,4071,324,1
NZ_OW704291,52.047,79,4268,325,1
NZ_OW704627,52.06,79,4255,327,1
NZ_OW706512,52.05,79,4276,320,1
NZ_OW706648,52.051,79,4263,332,1
NZ_OW707734,52.05,79,4265,328,1
NZ_CP007581,52.113,85,4644,192,2
NZ_CP007804,52.196,86,4509,122,2
NZ_CP009102,52.206,85,4449,120,2
NZ_CP011365,52.139,84,4347,155,2
NZ_CP011428,52.152,89,4885,131,2
NZ_CP012681,52.155,84,4653,232,2
NZ_CP012144,52.262,84,4454,96,2
NZ_LN999997,52.167,85,4735,114,3
NZ_CP014358,52.112,85,4692,142,2
NZ_CP014356,52.169,87,4657,142,2
NZ_CP014536,52.174,87,4672,121,2
NZ_CP015157,52.198,86,4559,146,2
NZ_CP016385,52.203,86,4852,137,2
NZ_CP074663,52.17,86,4591,137,3
NZ_CP017621,52.126,77,4432,235,2
NZ_CP013702,52.154,85,4477,143,2
NZ_CP019442,52.131,88,4974,145,3
NZ_CP022070,52.144,88,4681,136,3
NZ_CP022168,52.137,89,4799,127,3
NZ_CP024619,52.114,85,4827,130,3
NZ_CP019383,52.177,84,4256,172,2
NZ_CP026700,52.197,86,4610,122,2
NZ_CP027414,52.202,86,4661,144,3
NZ_CP027410,52.098,86,4864,159,2
NZ_CP028199,52.221,82,4584,125,3
NZ_CP020565,52.25,85,4312,103,2
NZ_CP025555,52.197,86,4611,116,3
NZ_CP029567,52.196,84,4533,101,3
NZ_CP029568,52.119,90,4771,106,2
NZ_CP029593,52.113,85,4704,134,2
NZ_CP029595,52.113,85,4705,131,2
NZ_CP034230,52.201,85,4590,147,3
NZ_CP034719,52.171,85,4491,115,3
NZ_CP025736,52.174,86,4554,171,2
NZ_CP034968,52.193,88,4395,291,3
NZ_CP036168,52.114,86,4518,149,2
NZ_CP047525,52.124,89,4903,153,3
NZ_CP047529,52.148,89,4829,124,2
NZ_CP047531,52.094,89,4879,107,3
NZ_CP047533,53.012,89,4879,107,3
NZ_CP047535,52.129,88,4719,113,3
NZ_CP047540,52.131,88,4883,112,3
NZ_CP047542,52.131,89,4886,118,2
NZ_CP047544,52.117,89,4935,128,3
NZ_CP047546,52.124,89,4914,126,3
NZ_CP047553,52.133,89,4888,111,2
NZ_CP047550,52.131,89,4916,120,3
NZ_CP047527,52.13,89,4917,124,2
NZ_CP047548,52.125,89,4913,120,2
NZ_CP047555,52.132,89,4924,125,2
NZ_CP047522,52.119,89,4864,140,2
NZ_CP038847,52.198,86,4587,133,2
NZ_CP039591,52.104,77,4716,133,2
NZ_CP029029,52.134,84,4243,114,2
NZ_CP040321,52.099,85,4693,137,2
NZ_CP040458,52.179,86,4916,127,3
NZ_CP040562,52.15,86,4578,98,3
NZ_CP040564,52.122,86,4637,120,3
NZ_CP040566,52.162,86,4609,139,3
NZ_CP040568,52.103,86,4744,133,2
NZ_CP034479,52.196,86,4610,121,3
NZ_CP040900,52.21,86,4584,110,3
NZ_CP029839,52.177,87,4680,149,2
NZ_CP030029,52.118,85,4470,116,2
NZ_CP032490,52.189,89,4780,125,2
NZ_CP032494,52.175,86,4734,113,2
NZ_CP045947,52.187,84,4647,109,3
NZ_CP045949,52.177,87,4705,123,3
NZ_CP045952,52.194,89,4816,282,2
NZ_CP047323,52.196,86,4608,120,2
NZ_CP041976,52.128,84,4663,252,2
NZ_CP035547,52.182,89,4717,203,2
NZ_CP050750,52.135,89,4922,146,3
NZ_CP050726,52.186,86,4810,134,3
NZ_CP050728,52.153,89,4878,119,3
NZ_CP050731,52.152,87,4921,168,3
NZ_CP050734,52.223,85,4845,168,3
NZ_CP050753,52.133,89,4924,143,3
NZ_CP051267,52.178,85,4505,188,2
NZ_CP051269,52.152,85,4434,146,2
NZ_CP053870,52.168,86,4827,140,3
NZ_CP053865,52.179,86,4827,133,3
NZ_CP060169,52.171,89,4605,163,2
NZ_CP060507,52.222,86,4503,92,2
NZ_CP061044,52.203,86,4530,106,3
NZ_CP061045,52.206,86,4530,107,3
NZ_CP061047,52.202,86,4635,117,3
NZ_CP061049,52.203,86,4531,106,3
NZ_CP061050,52.206,86,4531,107,3
NZ_CP063294,52.164,87,4776,124,2
NZ_CP064263,52.218,86,4586,171,2
NZ_CP064709,52.048,87,4229,147,2
NZ_CP061124,52.213,86,4899,157,3
NZ_CP061126,52.204,86,4934,143,3
NZ_CP061119,52.158,86,4984,130,3
NZ_CP065567,52.183,86,5014,129,3
NZ_CP053051,52.124,85,4901,146,2
NZ_CP051380,52.106,85,4875,134,2
NZ_CP051386,52.168,86,4765,140,2
NZ_CP051404,52.207,86,4647,131,3
NZ_CP043907,52.196,86,4648,146,2
NZ_CP051363,52.124,85,4657,129,2
NZ_CP064919,52.167,89,4473,142,2
NZ_CP067091,52.245,86,4522,122,2
NZ_CP067397,52.245,86,4519,120,2
NZ_CP074094,52.236,86,4593,114,2
NZ_CP074098,52.235,86,4589,120,2
NZ_CP074096,52.235,86,4594,114,2
NZ_CP074092,52.222,86,4608,98,2
NZ_AP023291,52.143,88,4628,118,3
NZ_CP085699,52.169,86,4788,121,3
NZ_CP085809,52.041,80,4230,375,1
NZ_CP085819,52.139,85,4347,279,2
NZ_CP085820,52.138,85,4393,231,2
NZ_CP086118,52.179,86,4642,113,3
NZ_CP090304,52.222,86,4503,87,2
NZ_CP068696,52.146,86,4657,131,2
NZ_CP088136,52.162,76,4154,342,1
NZ_LT795114,52.111,89,4906,120,3
NZ_LT855376,52.221,86,4534,121,2
NZ_LR861808,52.124,88,4565,102,2
NZ_LR862421,52.172,87,4485,148,2
NZ_LR881463,52.178,86,4672,108,2
NZ_OU015340,52.221,89,4989,199,3
NZ_OU015323,52.2,89,4972,208,2
NZ_OU015342,52.176,86,4687,106,3
NZ_CP040464,34.284,45,1761,22,2
NZ_CP053827,33.971,45,1747,22,1
NZ_CP053828,33.327,44,1808,20,0
NZ_CP008941,41.022,43,2200,68,0
NZ_LN649255,23.943,34,273,5,0
NZ_LN649236,24.686,34,262,5,0
NZ_LN734649,23.772,34,276,3,0
NZ_CP016327,26.103,33,247,6,0
NZ_CP016343,26.1,33,244,19,0
NZ_LR744089,24.104,34,266,5,0
NZ_CP014255,38.152,43,2939,32,0
NZ_CP014256,38.187,43,3014,28,0
NZ_CP014257,38.119,43,2941,30,0
NZ_CP021262,38.187,43,3015,30,0
NZ_LS483412,38.187,43,3015,30,0
NZ_LR134380,38.186,43,3015,28,0
NC_018140,38.352,43,3036,46,0
NC_018139,38.365,43,3146,84,0
NZ_CP012019,38.385,43,3104,47,1
NZ_CP016868,38.386,43,2943,54,2
NZ_CP016870,38.385,43,2914,82,2
NZ_CP016872,38.376,43,2914,59,1
NZ_CP016873,38.376,43,2921,57,1
NZ_CP016874,38.386,43,2952,48,2
NZ_CP016876,38.376,43,2911,64,1
NZ_CP021269,38.338,43,2945,45,0
NZ_CP021266,38.3,43,2966,31,0
NZ_CP021267,38.316,43,2962,20,0
NZ_CP021268,38.388,44,2998,45,0
NZ_CP021281,38.387,43,3243,56,1
NZ_CP021283,38.375,43,3200,27,2
NZ_CP021286,38.313,47,3135,82,1
NZ_CP061840,38.346,43,3190,36,1
NZ_CP064378,38.328,44,2977,17,0
NZ_CP017457,38.399,43,3034,50,1
NZ_CP017458,38.259,43,3020,45,1
NZ_CP021263,38.279,43,3007,46,1
NZ_CP021264,38.266,43,3012,40,1
NZ_CP021265,38.388,43,3057,59,1
NZ_CP021257,38.375,43,3150,47,1
NZ_CP021258,38.301,43,3019,43,1
NZ_CP021277,38.245,43,3180,44,1
NZ_CP021279,38.292,43,3104,43,1
NZ_CP081941,59.11,59,2784,11,0
NZ_CP030140,26.392,32,614,2,0
NZ_CP030103,27.012,31,542,3,0
NZ_LR215049,27.094,31,558,4,0
NZ_CP023992,71.098,64,8357,221,0
NZ_CP029823,71.096,64,8194,373,0
NZ_CP049139,62.961,60,4865,146,0
NZ_CP083589,63.104,58,4712,100,0
NZ_CP049134,65.272,68,7636,179,0
NZ_CP049135,64.85,68,7636,179,0
NZ_CP049137,64.562,68,7636,179,0
NZ_CP011309,54.137,63,3053,54,0
NZ_CP066978,65.159,54,4074,115,0
NZ_CP012908,61.692,59,3130,15,1
NZ_CP012909,61.326,59,3130,15,1
NZ_CP016592,61.69,59,2887,82,1
NZ_CP016593,61.321,59,2887,82,1
NZ_CP017622,61.66,59,2908,25,1
NZ_CP019937,62.29,62,2585,29,0
NC_009840,31.145,40,1931,7,0
NZ_LS483365,32.88,59,2723,57,0
NC_002951,32.818,52,2655,66,0
NZ_CP018820,66.109,49,4629,58,0
NZ_CP010518,62.645,65,4857,51,0
NZ_CP011279,62.644,65,4876,52,0
NZ_CP011501,62.647,65,4834,54,0
NZ_CP013481,62.701,65,4913,60,0
NZ_CP014018,62.698,67,4616,54,0
NZ_CP013480,63.061,66,5331,41,0
NC_023018,64.888,66,4713,56,0
NZ_CP007506,64.759,67,4655,56,0
NZ_CP009553,64.871,65,4700,66,0
NZ_CP015371,64.702,76,5004,169,0
NZ_CP041237,64.786,66,4639,59,0
NZ_CP042219,64.84,65,4793,58,0
NZ_CP010310,64.295,75,4923,84,0
NZ_CP010431,62.775,65,4942,63,0
NZ_LT906435,62.775,65,4945,47,0
NZ_CP016043,56.891,100,3255,72,3
NZ_CP065626,56.872,101,3338,65,0
NZ_CP011393,38.937,49,1892,19,3
NZ_CP050868,39.005,48,1884,12,3
NZ_CP084058,71.572,73,11059,73,0
NZ_CP020472,40.8,97,4099,58,0
NC_008577,48.055,105,4417,44,1
NZ_CP010951,67.63,47,4578,19,0
NC_010170,65.483,51,4925,123,0
NZ_CP061039,58.102,58,4446,72,0
NZ_CP061040,57.058,58,4446,72,0
NZ_CP071376,29.037,79,3727,46,1
NZ_CP048833,64.869,69,5868,23,0
NZ_CP016442,66.348,69,7600,158,0
NZ_CP016443,66.882,69,7600,158,0
NZ_CP016444,65.485,69,7600,158,0
NZ_AP018111,66.88,69,6812,84,0
NZ_AP018112,66.937,69,6812,84,0
NZ_AP018113,65.217,69,6812,84,0
NZ_CP007783,67.2,70,7105,69,0
NZ_CP007784,66.787,70,7105,69,0
NZ_CP007782,66.73,70,7105,69,0
NZ_CP007781,66.366,67,5762,79,0
NZ_CP007780,66.565,67,5762,79,0
NZ_CP007779,66.647,67,5762,79,0
NZ_CP011917,66.817,68,7086,247,0
NZ_CP011918,67.395,68,7086,247,0
NZ_CP011919,67.745,68,7086,247,0
NZ_CP015033,67.066,69,7217,94,0
NZ_CP015034,67.451,69,7217,94,0
NZ_CP015035,66.634,69,7217,94,0
NZ_CP015036,66.825,67,7884,133,0
NZ_CP015037,67.321,67,7884,133,0
NZ_CP013450,67.034,68,6953,69,0
NZ_CP013452,67.385,68,6953,69,0
NZ_CP013451,67.599,68,6953,69,0
NZ_CP019668,66.925,68,6688,68,0
NZ_CP019670,67.025,68,6565,61,0
NZ_CP019669,67.215,68,6565,61,0
NZ_CP019674,66.617,67,6843,52,0
NZ_CP019672,67.602,67,6843,52,0
NZ_CP019673,67.796,67,6843,52,0
NZ_CP017238,66.714,67,6814,81,0
NZ_CP017239,66.815,67,6814,81,0
NZ_CP017240,67.32,67,6814,81,0
NZ_CP021067,66.936,69,6259,126,0
NZ_CP021068,67.16,69,6259,126,0
NZ_CP021069,66.738,69,6259,126,0
NZ_CP034545,67.047,68,7097,98,0
NZ_CP034546,66.407,68,7097,98,0
NZ_CP034547,66.715,68,7097,98,0
NZ_CP060039,66.86,68,6689,243,0
NZ_CP060040,67.162,68,6689,243,0
NZ_CP060041,67.308,68,6689,243,0
NZ_CP053300,66.893,68,6892,116,0
NZ_CP053301,67.286,68,6892,116,0
NZ_CP053302,66.92,68,6892,116,0
NZ_CP073673,66.779,73,7016,328,0
NZ_CP073669,67.171,73,7016,328,0
NZ_CP073670,67.967,73,7016,328,0
NZ_CP073674,66.979,68,7058,157,0
NZ_CP073675,67.952,68,7058,157,0
NZ_CP073676,67.283,68,7058,157,0
NZ_CP073702,66.673,78,7180,186,0
NZ_CP073704,67.12,78,7180,186,0
NZ_CP073703,67.969,78,7180,186,0
NZ_CP091012,66.715,69,7105,245,0
NZ_CP091013,66.563,69,7105,245,0
NZ_CP091014,66.965,69,7105,245,0
NZ_CP090676,67.211,69,6822,62,0
NZ_CP090677,67.409,69,6822,62,0
NZ_CP090675,67.891,69,6822,62,0
NZ_CP090760,67.212,69,6829,53,0
NZ_CP090761,67.409,69,6829,53,0
NZ_CP090759,67.894,69,6829,53,0
NZ_CP090763,67.212,69,6827,54,0
NZ_CP090764,67.409,69,6827,54,0
NZ_CP090762,67.894,69,6827,54,0
NZ_CP094343,67.303,66,6046,83,0
NZ_CP035467,48.719,44,4167,28,4
NZ_CP038634,67.533,69,7004,235,0
NZ_CP038635,66.536,69,7004,235,0
NZ_CP032518,67.019,69,6459,104,0
NZ_CP032519,66.523,69,6459,104,0
NZ_CP069809,67.313,65,5920,89,0
NZ_CP069810,66.556,65,5920,89,0
NZ_CP069811,67.313,65,5926,80,0
NZ_CP069812,66.567,65,5926,80,0
NZ_CP007627,32.494,50,2471,21,1
NZ_CP008902,32.352,38,2399,14,1
NZ_CP008881,32.369,38,2346,10,1
NZ_CP008883,32.366,39,2360,16,1
NZ_CP008878,32.366,39,2355,12,2
NZ_CP046374,32.564,50,2422,14,1
NZ_CP039119,32.535,49,2443,11,1
NZ_CP039120,32.54,49,2421,8,1
NZ_CP059135,32.576,49,2412,34,1
NZ_CP059075,32.634,49,2792,19,1
NZ_CP081493,32.583,49,2434,10,2
NZ_CP081494,32.674,50,2443,30,4
NZ_CP095202,32.539,49,2423,16,1
NZ_CP095210,32.533,49,2447,16,1
NZ_CP095715,32.533,49,2446,16,1
NZ_CP095694,32.532,49,2448,17,1
NZ_LT670843,32.606,49,2394,15,1
NZ_CP091244,51.435,52,4233,39,11
NZ_CP050521,34.173,34,1005,44,0
NC_009943,56.169,47,3316,6,2
NZ_CP018839,67.285,58,3396,44,4
NZ_CP019644,44.14,88,2453,27,1
NZ_CP017414,36.693,36,3221,2,0
NZ_CP058954,46.828,94,2041,37,1
NZ_CP016180,34.917,49,2073,22,0
NZ_AP013294,47.849,83,3460,46,0
NZ_CP075113,52.18,82,4498,222,1
NZ_CP032384,52.14,81,4635,251,1
NZ_CP032387,52.181,81,4603,237,1
NZ_CP032390,52.178,81,4668,238,1
NZ_CP032393,52.151,81,4645,264,1
NZ_CP032396,52.122,81,4754,281,1
NZ_CP032449,52.197,81,4612,249,1
NZ_CP032446,52.181,81,4568,252,1
NZ_CP032379,52.181,81,4623,224,1
NZ_CP056771,25.401,32,566,13,0
NZ_CP056772,25.403,32,567,12,0
NZ_CP029205,25.322,32,577,23,0
NZ_LN890285,21.601,31,383,2,0
NC_019682,42.247,77,5927,112,10
NZ_CP070609,67.708,52,9604,397,0
NZ_LR134094,39.2,67,2011,118,2
NZ_CP031447,64.389,45,3094,45,2
NZ_CP042324,72.119,66,7582,184,0
NC_018267,32.07,34,693,16,0
NC_008268,67.516,52,8612,371,0
NZ_CP095401,29.561,40,583,44,0
NZ_CP013370,67.391,73,6971,133,0
NZ_CP013371,67.201,73,6971,133,0
NZ_CP013368,66.75,73,6971,133,0
NZ_CP013414,67.06,71,6560,143,0
NZ_CP013416,67.121,71,6560,143,0
NZ_CP013420,67.249,66,5667,288,0
NZ_CP013422,67.867,66,5667,288,0
NZ_CP013421,66.639,66,5667,288,0
NZ_CP013446,67.303,71,7013,166,0
NZ_CP013447,66.315,71,7013,166,0
NZ_CP013445,66.458,71,7013,166,0
NZ_CP013463,67.555,72,6601,93,0
NZ_CP013464,67.301,72,6601,93,0
NZ_CP013465,66.888,72,6601,93,0
NC_017366,38.86,36,1427,61,0
NZ_CP007603,38.93,36,1452,78,0
NZ_CP009259,39.017,36,1432,78,0
NZ_LS483488,38.826,36,1499,92,0
NZ_CP013689,37.749,81,1681,86,1
NZ_CP065994,37.737,71,1841,91,1
NZ_CP065722,37.984,90,3330,101,0
NZ_CP059690,38.208,86,3506,46,0
NC_003272,41.348,70,5946,124,11
NZ_CP029607,73.645,58,7065,127,0
NZ_CP073249,73.647,58,6997,90,0
NZ_CP034550,73.49,54,9208,132,3
NZ_CP017007,58.364,64,5686,328,0
NZ_CP017009,58.424,64,5664,319,0
NZ_CP019730,58.417,63,5557,322,0
NZ_CP019732,58.416,63,5553,328,0
NZ_CP024712,58.414,63,5651,321,0
NZ_CP032871,58.424,63,5603,312,0
